character_id,form_id,form_name,era,power_level,visual_difference,combat_difference,is_persistent_form,is_temporary_form,is_technique,is_coop,standalone_hero_score,awakening_score,canon_type,canon_source,notes
madara-uchiha,form-madara-uchiha-ten-tails-jinchuriki,Ten-Tails Jinchuriki,WAR_ARC,10,10,10,true,false,false,false,0,98,MANGA_CANON,https://naruto.fandom.com/wiki/Madara_Uchiha,Reserved exclusively as Awakening of madara-rinnegan.
madara-uchiha,form-madara-uchiha-warring-states,Warring States,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era appearance around the EMS identity.
mahiru,form-mahiru-shadow-clone,Shadow Clone,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
mahiru,form-mahiru-stone-jonin,Stone Jonin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Base form of proposed hero mahiru-core.
maki,form-maki-sealing-corps,Sealing Corps,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Base form of proposed hero maki-core.
maki,form-maki-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
manda,form-manda-great-snake,Great Snake,SOURCE_ERA,0,3,3,false,false,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,"Summon creature is retained as special independent combat content, not a normal ninja hero version."
manda,form-manda-orochimaru-summon,Orochimaru Summon,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Summon-specific action/state belongs to technique presentation rather than another summonable unit.
mangetsu-hozuki,form-mangetsu-hozuki-reanimated,Reanimated,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
mangetsu-hozuki,form-mangetsu-hozuki-seven-swordsman,Seven Swordsman,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero mangetsu-hozuki-core.
matsuri,form-matsuri-gaara-disciple,Gaara Disciple,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Base form of proposed hero matsuri-core.
matsuri,form-matsuri-sand-chunin,Sand Chunin,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
meizu,form-meizu-chain-gauntlet,Chain Gauntlet,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
meizu,form-meizu-demon-brothers,Demon Brothers,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero meizu-core.
menma-uzumaki,form-menma-uzumaki-masked-menma,Masked Menma,MOVIE_ORIGINAL,5,6,6,true,false,false,false,78,0,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Menma_Uzumaki,Base form of proposed hero menma-base.
menma-uzumaki,form-menma-uzumaki-nine-tails-menma,Nine-Tails Menma,MOVIE_ORIGINAL,10,10,10,true,false,false,false,0,90,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Menma_Uzumaki,Reserved exclusively as Awakening of menma-base.
midare,form-midare-rain-genin,Rain Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero midare-core.
midare,form-midare-umbrella-barrage,Umbrella Barrage,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
mifune,form-mifune-iaido-master,Iaido Master,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
mifune,form-mifune-samurai-general,Samurai General,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=samurai,Base form of proposed hero mifune-core.
might-duy,form-might-duy-eight-gates,Eight Gates,PRE_SERIES,10,10,10,true,false,false,false,0,90,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Reserved exclusively as Awakening of might-duy-base.
might-duy,form-might-duy-eternal-genin,Eternal Genin,PRE_SERIES,5,6,6,true,false,false,false,74,0,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Base form of proposed hero might-duy-base.
might-guy,form-might-guy-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,93,0,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Base form of proposed hero might-guy-base.
might-guy,form-might-guy-eighth-gate,Eighth Gate,SHIPPUDEN,10,10,10,true,false,false,false,0,98,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Reserved exclusively as Awakening of might-guy-base.
might-guy,form-might-guy-seventh-gate,Seventh Gate,SOURCE_ERA,0,3,3,false,true,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Lower Gate reserved for skill/passive state.
might-guy,form-might-guy-sixth-gate,Sixth Gate,SOURCE_ERA,0,3,3,false,true,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Lower Gate reserved for skill/passive state.
minato-namikaze,form-minato-namikaze-edo-tensei,Edo Tensei,WAR_ARC,5,6,6,true,false,false,false,90,0,MANGA_CANON,https://naruto.fandom.com/wiki/Minato_Namikaze,Base form of proposed hero minato-edo.
minato-namikaze,form-minato-namikaze-fourth-hokage,Fourth Hokage,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Rank/title does not by itself create a new combat form.
minato-namikaze,form-minato-namikaze-jonin,Jonin,KANNABI,5,6,6,true,false,false,false,85,0,MANGA_CANON,https://naruto.fandom.com/wiki/Minato_Namikaze,Base form of proposed hero minato-jonin.
minato-namikaze,form-minato-namikaze-kcm,KCM,WAR_ARC,10,10,10,true,false,false,false,0,91,MANGA_CANON,https://naruto.fandom.com/wiki/Minato_Namikaze,Reserved exclusively as Awakening of minato-edo.
misumi-tsurugi,form-misumi-tsurugi-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,68,0,MANGA_CANON,https://naruto.fandom.com/wiki/Misumi_Tsurugi,Synthetic neutral form-pool entry representing the character themselves; not an additional legacy variant.
misumi-tsurugi,form-misumi-tsurugi-kabuto-squad,Kabuto Squad,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
misumi-tsurugi,form-misumi-tsurugi-soft-physique,Soft Physique,SOURCE_ERA,5,6,6,false,false,true,false,0,0,MANGA_CANON,current variant census; current kit seed=sound,"Soft Physique Modification is Misumi's combat technique/body ability, not an Awakening or collectible form."
mito-uzumaki,form-mito-uzumaki-first-jinchuriki,First Jinchuriki,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=jinchuriki,Base form of proposed hero mito-uzumaki-core.
mito-uzumaki,form-mito-uzumaki-uzumaki-seal-master,Uzumaki Seal Master,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
mizuki,form-mizuki-academy-instructor,Academy Instructor,SOURCE_ERA,5,6,6,true,false,false,false,72,0,DESIGN_INTERPRETATION,current variant census; current kit seed=taijutsu,Base form of proposed hero mizuki-core.
mizuki,form-mizuki-cursed-power,Cursed Power,SOURCE_ERA,10,10,10,true,false,false,false,0,76,DESIGN_INTERPRETATION,current variant census; current kit seed=taijutsu,Reserved exclusively as Awakening of mizuki-core.
moegi-kazamatsuri,form-moegi-kazamatsuri-academy-squad,Academy Squad,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Base form of proposed hero moegi-kazamatsuri-core.
moegi-kazamatsuri,form-moegi-kazamatsuri-chunin-leader,Chunin Leader,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
motoi,form-motoi-cloud-jonin,Cloud Jonin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=jinchuriki,Base form of proposed hero motoi-core.
motoi,form-motoi-jinchuriki-handler,Jinchuriki Handler,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
mu,form-mu-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
mu,form-mu-second-tsuchikage,Second Tsuchikage,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=particle,Base form of proposed hero mu-core.
mubi,form-mubi-earth-ambush,Earth Ambush,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
mubi,form-mubi-rain-genin,Rain Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero mubi-core.
mukade,form-mukade-ryumyaku-empowered,Ryumyaku Empowered,MOVIE_ORIGINAL,10,10,10,true,false,false,false,0,82,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Mukade,Reserved exclusively as Awakening of mukade-base.
mukade,form-mukade-suna-missing-nin,Suna Missing Nin,MOVIE_ORIGINAL,5,6,6,true,false,false,false,70,0,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Mukade,Base form of proposed hero mukade-base.
nagato,form-nagato-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is not a normal Awakening.
nagato,form-nagato-pain-controller,Pain Controller,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
nagato,form-nagato-young,Young,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=rinnegan,Base form of proposed hero nagato-core.
naruto-uzumaki,form-naruto-uzumaki-academy,Academy,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Early appearance; insufficient standalone combat identity.
naruto-uzumaki,form-naruto-uzumaki-asura-kurama-mode,Asura Kurama Mode,WAR_ARC,10,10,10,true,false,false,false,0,96,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Reserved exclusively for naruto-six-paths Awakening.
naruto-uzumaki,form-naruto-uzumaki-baryon-mode,Baryon Mode,ADULT,10,10,10,true,false,false,false,0,88,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Reserved exclusively for naruto-hokage Awakening.
naruto-uzumaki,form-naruto-uzumaki-bijuu-mode,Bijuu Mode,SOURCE_ERA,0,3,3,false,true,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Large avatar manifestation is better used by Ultimate/Awakening skill presentation.
naruto-uzumaki,form-naruto-uzumaki-four-tails-cloak,Four-Tails Cloak,SOURCE_ERA,0,3,3,false,true,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Berserk temporary state; not a second persistent Awakening.
naruto-uzumaki,form-naruto-uzumaki-genin,Genin,PART_I,5,6,6,true,false,false,false,88,0,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Base form of proposed hero naruto-genin.
naruto-uzumaki,form-naruto-uzumaki-hokage,Hokage,ADULT,5,6,6,true,false,false,false,92,0,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Base form of proposed hero naruto-hokage.
naruto-uzumaki,form-naruto-uzumaki-kcm1,KCM1,SOURCE_ERA,0,3,3,false,true,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Intermediate Kurama state reserved inside Sage-era progression/skill visuals.
naruto-uzumaki,form-naruto-uzumaki-kcm2,KCM2,SHIPPUDEN,10,10,10,true,false,false,false,0,92,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki;https://naruto.fandom.com/wiki/Sage_Mode,Reserved exclusively as Awakening of naruto-sage.
naruto-uzumaki,form-naruto-uzumaki-one-tail-cloak,One-Tail Cloak,PART_I,10,10,10,true,false,false,false,0,91,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Reserved exclusively as Awakening of naruto-genin.
naruto-uzumaki,form-naruto-uzumaki-sage-mode,Sage Mode,SHIPPUDEN,5,6,6,true,false,false,false,94,0,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki;https://naruto.fandom.com/wiki/Sage_Mode,Base form of proposed hero naruto-sage.
naruto-uzumaki,form-naruto-uzumaki-six-paths-sage-mode,Six Paths Sage Mode,WAR_ARC,5,6,6,true,false,false,false,98,0,MANGA_CANON,https://naruto.fandom.com/wiki/Naruto_Uzumaki,Base form of proposed hero naruto-six-paths.
neji-hyuga,form-neji-hyuga-genin,Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=hyuga,Base form of proposed hero neji-hyuga-core.
neji-hyuga,form-neji-hyuga-shippuden,Shippuden,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
nono-yakushi,form-nono-yakushi-orphanage-director,Orphanage Director,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Base form of proposed hero nono-yakushi-core.
nono-yakushi,form-nono-yakushi-root-spy,Root Spy,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
obito-uchiha,form-obito-uchiha-mangekyo,Mangekyo,KANNABI,10,10,10,true,false,false,false,0,87,MANGA_CANON,https://naruto.fandom.com/wiki/Obito_Uchiha,Reserved exclusively as Awakening of obito-young.
obito-uchiha,form-obito-uchiha-masked-man,Masked Man,MASKED_MAN,5,6,6,true,false,false,false,92,0,MANGA_CANON,https://naruto.fandom.com/wiki/Obito_Uchiha,Base form of proposed hero obito-masked.
obito-uchiha,form-obito-uchiha-ten-tails-jinchuriki,Ten-Tails Jinchuriki,WAR_ARC,10,10,10,true,false,false,false,0,98,MANGA_CANON,https://naruto.fandom.com/wiki/Obito_Uchiha,Reserved exclusively as Awakening of obito-white-mask.
obito-uchiha,form-obito-uchiha-tobi,Tobi,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,"Alias/costume presentation of the masked identity, not a separate kit."
obito-uchiha,form-obito-uchiha-white-mask,White Mask,WAR_ARC,5,6,6,true,false,false,false,96,0,MANGA_CANON,https://naruto.fandom.com/wiki/Obito_Uchiha,Base form of proposed hero obito-white-mask.
obito-uchiha,form-obito-uchiha-young,Young,KANNABI,5,6,6,true,false,false,false,79,0,MANGA_CANON,https://naruto.fandom.com/wiki/Obito_Uchiha,Base form of proposed hero obito-young.
oboro,form-oboro-clone-ambush,Clone Ambush,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
oboro,form-oboro-rain-genin,Rain Genin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Base form of proposed hero oboro-core.
okisuke,form-okisuke-samurai-captain,Samurai Captain,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=samurai,Base form of proposed hero okisuke-core.
okisuke,form-okisuke-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
omoi,form-omoi-cloud-swordsman,Cloud Swordsman,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero omoi-core.
omoi,form-omoi-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
onoki,form-onoki-particle-style,Particle Style,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
onoki,form-onoki-tsuchikage,Tsuchikage,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=particle,Base form of proposed hero onoki-core.
orochimaru,form-orochimaru-akatsuki-era,Akatsuki Era,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/costume variation.
orochimaru,form-orochimaru-sannin,Sannin,SANNIN,5,6,6,true,false,false,false,94,0,MANGA_CANON,https://naruto.fandom.com/wiki/Orochimaru,Base form of proposed hero orochimaru-sannin.
orochimaru,form-orochimaru-shippuden,Shippuden,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era label of Sannin identity.
orochimaru,form-orochimaru-white-snake,White Snake,SANNIN,10,10,10,true,false,false,false,0,88,MANGA_CANON,https://naruto.fandom.com/wiki/Orochimaru,Reserved exclusively as Awakening of orochimaru-sannin.
pakura,form-pakura-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,68,0,MANGA_CANON,https://naruto.fandom.com/wiki/Pakura;https://naruto.fandom.com/wiki/Scorch_Release,Synthetic neutral form-pool entry representing the character themselves; not an additional legacy variant.
pakura,form-pakura-reanimated,Reanimated,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
pakura,form-pakura-scorch-release,Scorch Release,SOURCE_ERA,5,6,6,false,false,true,false,0,0,MANGA_CANON,current variant census; current kit seed=wind,Scorch Release is Pakura's kekkei genkai/nature transformation and should define her kit rather than become her body/form identity.
raido-namiashi,form-raido-namiashi-fourth-hokage-guard,Fourth Hokage Guard,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
raido-namiashi,form-raido-namiashi-special-jonin,Special Jonin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero raido-namiashi-core.
raiga-kurosuki,form-raiga-kurosuki-kiba-wielder,Kiba Wielder,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=storm,Base form of proposed hero raiga-kurosuki-core.
raiga-kurosuki,form-raiga-kurosuki-lightning-burial,Lightning Burial,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Label describes a technique/weapon action rather than a persistent hero form.
rasa,form-rasa-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation is explicitly not treated as a normal Awakening.
rasa,form-rasa-fourth-kazekage,Fourth Kazekage,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=gaara,Base form of proposed hero rasa-core.
rin-nohara,form-rin-nohara-team-minato,Team Minato,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Base form of proposed hero rin-nohara-core.
rin-nohara,form-rin-nohara-three-tails-vessel,Three-Tails Vessel,SOURCE_ERA,0,3,3,false,true,false,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Rin was a vessel; no controlled persistent combat transformation is fabricated.
rock-lee,form-rock-lee-fifth-gate,Fifth Gate,PART_I,10,10,10,true,false,false,false,0,91,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Reserved exclusively as Awakening of rock-lee-genin.
rock-lee,form-rock-lee-genin,Genin,PART_I,5,6,6,true,false,false,false,84,0,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Base form of proposed hero rock-lee-genin.
rock-lee,form-rock-lee-shippuden,Shippuden,SHIPPUDEN,5,6,6,true,false,false,false,82,0,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Base form of proposed hero rock-lee-shippuden.
rock-lee,form-rock-lee-sixth-gate,Sixth Gate,SHIPPUDEN,10,10,10,true,false,false,false,0,88,MANGA_CANON,https://naruto.fandom.com/wiki/Eight_Gates,Reserved exclusively as Awakening of rock-lee-shippuden.
roshi,form-roshi-base,Base,SHIPPUDEN,5,6,6,true,false,false,false,80,0,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Base form of proposed hero roshi-base.
roshi,form-roshi-four-tails-cloak,Four-Tails Cloak,SHIPPUDEN,10,10,10,true,false,false,false,0,86,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Reserved exclusively as Awakening of roshi-base.
sai,form-sai-root-operative,Root Operative,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=genjutsu,Base form of proposed hero sai-core.
sai,form-sai-team-7,Team 7,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
sakon,form-sakon-curse-mark-level-2,Curse Mark Level 2,PART_I,10,10,10,true,false,false,false,0,87,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Reserved exclusively as Awakening of sakon-base.
sakon,form-sakon-sound-four,Sound Four,PART_I,5,6,6,true,false,false,false,77,0,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Base form of proposed hero sakon-base.
sakumo-hatake,form-sakumo-hatake-prime,Prime,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
sakumo-hatake,form-sakumo-hatake-white-fang,White Fang,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero sakumo-hatake-core.
sakura-haruno,form-sakura-haruno-byakugo,Byakugo,SHIPPUDEN,10,10,10,true,false,false,false,0,96,MANGA_CANON,https://naruto.fandom.com/wiki/Sakura_Haruno,Reserved exclusively as Awakening of sakura-shippuden.
sakura-haruno,form-sakura-haruno-genin,Genin,PART_I,5,6,6,true,false,false,false,68,0,MANGA_CANON,https://naruto.fandom.com/wiki/Sakura_Haruno,Base form of proposed hero sakura-genin.
sakura-haruno,form-sakura-haruno-shippuden,Shippuden,SHIPPUDEN,5,6,6,true,false,false,false,91,0,MANGA_CANON,https://naruto.fandom.com/wiki/Sakura_Haruno,Base form of proposed hero sakura-shippuden.
samui,form-samui-cloud-jonin,Cloud Jonin,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Base form of proposed hero samui-core.
samui,form-samui-war-arc,War Arc,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
sari,form-sari-kazekage-guard,Kazekage Guard,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Era/rank/title difference alone does not justify another collectible hero.
sari,form-sari-sand-kunoichi,Sand Kunoichi,SOURCE_ERA,5,6,6,true,false,false,false,68,0,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Base form of proposed hero sari-core.
sasori,form-sasori-edo-tensei,Edo Tensei,SOURCE_ERA,0,3,3,false,false,false,false,0,0,DESIGN_INTERPRETATION,current variant census; character-specific canon source required before production READY,Reanimation skin/state.
sasori,form-sasori-hiruko-puppet,Hiruko Puppet,AKATSUKI,5,6,6,true,false,false,false,90,0,MANGA_CANON,https://naruto.fandom.com/wiki/Sasori,Base form of proposed hero sasori-hiruko.
sasori,form-sasori-hundred-puppets,Hundred Puppets,SOURCE_ERA,0,3,3,false,false,true,false,0,0,SOURCE_RESEARCH_REQUIRED,current variant census; character-specific canon source required before production READY,Technique/army manifestation rather than persistent form.
sasori,form-sasori-true-body,True Body,AKATSUKI,10,10,10,true,false,false,false,0,96,MANGA_CANON,https://naruto.fandom.com/wiki/Sasori,Reserved exclusively as Awakening of sasori-hiruko.
sasuke-uchiha,form-sasuke-uchiha-adult,Adult,ADULT,5,6,6,true,false,false,false,90,0,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha,Base form of proposed hero sasuke-adult.
sasuke-uchiha,form-sasuke-uchiha-curse-mark-level-2,Curse Mark Level 2,PART_I,10,10,10,true,false,false,false,0,91,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha,Reserved exclusively as Awakening of sasuke-genin.
sasuke-uchiha,form-sasuke-uchiha-eternal-mangekyo-sharingan,Eternal Mangekyo Sharingan,WAR_ARC,5,6,6,true,false,false,false,98,0,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha;https://naruto.fandom.com/wiki/Rinnegan,Base form of proposed hero sasuke-ems.
sasuke-uchiha,form-sasuke-uchiha-genin,Genin,PART_I,5,6,6,true,false,false,false,88,0,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha,Base form of proposed hero sasuke-genin.
sasuke-uchiha,form-sasuke-uchiha-hebi,Hebi,HEBI_TAKA,5,6,6,true,false,false,false,95,0,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha,Base form of proposed hero sasuke-hebi.
sasuke-uchiha,form-sasuke-uchiha-mangekyo-sharingan,Mangekyo Sharingan,HEBI_TAKA,10,10,10,true,false,false,false,0,90,MANGA_CANON,https://naruto.fandom.com/wiki/Sasuke_Uchiha,Reserved exclusively as Awakening of sasuke-hebi.
