hero_id,character_id,hero_version_name,base_form_id,awakening_form_id,awakening_name,hero_version_score,pair_score,role,era,awakening_type,canon_confidence,source_reference,design_reason,status
second-raikage-core,second-raikage,second-raikage [Core],form-second-raikage-second-raikage,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=raikage,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
shigure-core,shigure,shigure [Core],form-shigure-rain-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
shikaku-nara-core,shikaku-nara,shikaku-nara [Core],form-shikaku-nara-clan-head,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=nara,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
shikamaru-nara-core,shikamaru-nara,shikamaru-nara [Core],form-shikamaru-nara-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=nara,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
shinno-base,shinno,Shinno,form-shinno-doctor,form-shinno-eight-gates-body,Eight Gates Body,72,84,BRUISER,MOVIE_ORIGINAL,BODY_TRANSFORMATION,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Shinn%C5%8D,The movie transformation is a distinct visual combat body and suitable one-step Awakening.,PROPOSED_RESEARCH_BASELINE
shino-aburame-core,shino-aburame,shino-aburame [Core],form-shino-aburame-chunin-exams,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=aburame,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
shisui-anbu,shisui-uchiha,Shisui [ANBU],form-shisui-uchiha-anbu,form-shisui-uchiha-mangekyo-sharingan,Mangekyo Shisui,86,91,CONTROL_ASSASSIN,ANBU,DOJUTSU,MANGA_CANON,https://naruto.fandom.com/wiki/Shisui_Uchiha,Mangekyo is the reserved ocular escalation and gives a unique control-focused sixth skill.,PROPOSED_RESEARCH_BASELINE
shizune-core,shizune,shizune [Core],form-shizune-sannin-attendant,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
sora-base,sora,Sora,form-sora-temple-monk,form-sora-pseudo-jinchuriki,Pseudo Jinchuriki Sora,72,85,BRUISER,ANIME_ORIGINAL,JINCHURIKI_LIKE,ANIME_ORIGINAL,https://naruto.fandom.com/wiki/Sora,Anime-original but canonical-to-its-source pseudo-jinchuriki transformation is a visible one-step Awakening.,PROPOSED_RESEARCH_BASELINE
suigetsu-hozuki-core,suigetsu-hozuki,suigetsu-hozuki [Core],form-suigetsu-hozuki-hebi,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
taiseki-core,taiseki,taiseki [Core],form-taiseki-stone-jonin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=earth,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
tayuya-base,tayuya,Tayuya,form-tayuya-sound-four,form-tayuya-curse-mark-level-2,Curse Mark Level 2,78,88,CONTROL,PART_I,CURSED_SEAL,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Curse Mark Level 2 is a canonical visible escalation.,PROPOSED_RESEARCH_BASELINE
temari-core,temari,temari [Core],form-temari-chunin-exams,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
tenten-core,tenten,tenten [Core],form-tenten-chunin-exams,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
third-raikage-core,third-raikage,third-raikage [Core],form-third-raikage-third-raikage,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=raikage,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
tobirama-hokage,tobirama-senju,Tobirama [Second Hokage],form-tobirama-senju-second-hokage,,,91,,ASSASSIN_CONTROL,HOKAGE,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Tobirama_Senju,No higher persistent canon form is needed; Edo is treated separately as a skin/state.,PROPOSED_RESEARCH_BASELINE
toneri-base,toneri-otsutsuki,Toneri Otsutsuki,form-toneri-otsutsuki-base,form-toneri-otsutsuki-tenseigan-chakra-mode,Tenseigan Chakra Mode,90,96,CONTROL_DPS,THE_LAST,TENSEIGAN,OFFICIAL_MOVIE,https://naruto.fandom.com/wiki/Toneri_%C5%8Ctsutsuki,The Tenseigan Chakra Mode is a canonical movie transformation with major visual and mechanical change.,PROPOSED_RESEARCH_BASELINE
torifu-akimichi-core,torifu-akimichi,torifu-akimichi [Core],form-torifu-akimichi-tobirama-guard,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=akimichi,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
toroi-core,toroi,Toroi,form-toroi-base,,,68,,FLEX,SOURCE_ERA,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Toroi;https://naruto.fandom.com/wiki/Magnet_Release,Character retained as one collectible base hero; legacy ability label is migrated into the explicit kit instead of being treated as a form.,PROPOSED_RESEARCH_BASELINE
torune-aburame-core,torune-aburame,torune-aburame [Core],form-torune-aburame-root-operative,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=aburame,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
udon-ise-core,udon-ise,udon-ise [Core],form-udon-ise-academy-squad,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
ukon-base,ukon,Ukon,form-ukon-sound-four,form-ukon-curse-mark-level-2,Curse Mark Level 2,74,84,ASSASSIN,PART_I,CURSED_SEAL,MANGA_CANON,https://naruto.fandom.com/wiki/Cursed_Seal,Curse Mark Level 2 is a canonical visible escalation.,PROPOSED_RESEARCH_BASELINE
utakata-base,utakata,Utakata,form-utakata-base,form-utakata-six-tails-cloak,Six-Tails Cloak,80,85,CONTROL,SHIPPUDEN,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Canonical cloak is the strongest reusable visible transformation in the census.,PROPOSED_RESEARCH_BASELINE
white-zetsu-core,white-zetsu,white-zetsu [Core],form-white-zetsu-akatsuki-scout,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=wood,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
yagura-base,yagura-karatachi,Yagura,form-yagura-karatachi-mizukage,form-yagura-karatachi-three-tails-cloak,Three-Tails Cloak,83,86,CONTROL,SHIPPUDEN,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,Canonical jinchuriki cloak offers the clearest single Awakening.,PROPOSED_RESEARCH_BASELINE
yahiko-core,yahiko,yahiko [Core],form-yahiko-akatsuki-founder,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
yamato-core,yamato,yamato [Core],form-yamato-anbu-wood-style,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=wood,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
yashamaru-core,yashamaru,yashamaru [Core],form-yashamaru-sand-medic,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=medical,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
yoroi-akado-core,yoroi-akado,Yoroi Akado,form-yoroi-akado-base,,,68,,FLEX,SOURCE_ERA,NONE,MANGA_CANON,https://naruto.fandom.com/wiki/Yoroi_Akad%C5%8D,Character retained as one collectible base hero; legacy ability label is migrated into the explicit kit instead of being treated as a form.,PROPOSED_RESEARCH_BASELINE
yugao-uzuki-core,yugao-uzuki,yugao-uzuki [Core],form-yugao-uzuki-anbu,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=swordsman,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
yugito-base,yugito-nii,Yugito Nii,form-yugito-nii-base,form-yugito-nii-two-tails-cloak,Two-Tails Cloak,80,86,DPS,SHIPPUDEN,JINCHURIKI,MANGA_CANON,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,One cloak Awakening captures the jinchuriki escalation without making every beast state collectible.,PROPOSED_RESEARCH_BASELINE
zabuza-momochi-core,zabuza-momochi,zabuza-momochi [Core],form-zabuza-momochi-base,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=water,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
zaku-abumi-core,zaku-abumi,zaku-abumi [Core],form-zaku-abumi-sound-genin,,,68,,FLEX,SOURCE_ERA,NONE,DESIGN_INTERPRETATION,current variant census; current kit seed=wind,Minor/support character keeps one differentiated collectible identity; a transformation is only reserved when the census label is visibly form-like.,PROPOSED_NEEDS_SOURCE_REVIEW
