character_id,old_variant,old_variant_id,classification,new_hero_id,new_awakening_form_id,new_skill_id,new_skin_id,temporary_state_id,migration_action,reason,confidence
motoi,Jinchuriki Handler,form-motoi-jinchuriki-handler,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
mu,Edo Tensei,form-mu-edo-tensei,COSMETIC_SKIN,,,,skin-mu-edo-tensei,,MOVE_TO_SKIN,Reanimation is explicitly not treated as a normal Awakening.,MEDIUM
mu,Second Tsuchikage,form-mu-second-tsuchikage,COLLECTIBLE_HERO_VERSION,mu-core,,,,,KEEP_AS_HERO,Base form of proposed hero mu-core.,HIGH
mubi,Earth Ambush,form-mubi-earth-ambush,SKILL_OR_ULTIMATE,,,legacy-mubi-earth-ambush,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
mubi,Rain Genin,form-mubi-rain-genin,COLLECTIBLE_HERO_VERSION,mubi-core,,,,,KEEP_AS_HERO,Base form of proposed hero mubi-core.,HIGH
mukade,Ryumyaku Empowered,form-mukade-ryumyaku-empowered,AWAKENING_FORM,,awakening-mukade-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of mukade-base.,HIGH
mukade,Suna Missing Nin,form-mukade-suna-missing-nin,COLLECTIBLE_HERO_VERSION,mukade-base,,,,,KEEP_AS_HERO,Base form of proposed hero mukade-base.,HIGH
nagato,Edo Tensei,form-nagato-edo-tensei,COSMETIC_SKIN,,,,skin-nagato-edo-tensei,,MOVE_TO_SKIN,Reanimation is not a normal Awakening.,HIGH
nagato,Pain Controller,form-nagato-pain-controller,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
nagato,Young,form-nagato-young,COLLECTIBLE_HERO_VERSION,nagato-core,,,,,KEEP_AS_HERO,Base form of proposed hero nagato-core.,HIGH
naruto-uzumaki,Academy,form-naruto-uzumaki-academy,COSMETIC_SKIN,,,,skin-naruto-uzumaki-academy,,MOVE_TO_SKIN,Early appearance; insufficient standalone combat identity.,HIGH
naruto-uzumaki,Bijuu Mode,form-naruto-uzumaki-bijuu-mode,TEMPORARY_COMBAT_FORM,,,,,temp-naruto-uzumaki-bijuu-mode,MOVE_TO_TEMP_FORM,Large avatar manifestation is better used by Ultimate/Awakening skill presentation.,HIGH
naruto-uzumaki,Four-Tails Cloak,form-naruto-uzumaki-four-tails-cloak,TEMPORARY_COMBAT_FORM,,,,,temp-naruto-uzumaki-four-tails-cloak,MOVE_TO_TEMP_FORM,Berserk temporary state; not a second persistent Awakening.,HIGH
naruto-uzumaki,Genin,form-naruto-uzumaki-genin,COLLECTIBLE_HERO_VERSION,naruto-genin,,,,,KEEP_AS_HERO,Base form of proposed hero naruto-genin.,HIGH
naruto-uzumaki,Hokage,form-naruto-uzumaki-hokage,COLLECTIBLE_HERO_VERSION,naruto-hokage,,,,,KEEP_AS_HERO,Base form of proposed hero naruto-hokage.,HIGH
naruto-uzumaki,KCM1,form-naruto-uzumaki-kcm1,TEMPORARY_COMBAT_FORM,,,,,temp-naruto-uzumaki-kcm1,MOVE_TO_TEMP_FORM,Intermediate Kurama state reserved inside Sage-era progression/skill visuals.,HIGH
naruto-uzumaki,KCM2,form-naruto-uzumaki-kcm2,AWAKENING_FORM,,awakening-naruto-sage,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of naruto-sage.,HIGH
naruto-uzumaki,One-Tail Cloak,form-naruto-uzumaki-one-tail-cloak,AWAKENING_FORM,,awakening-naruto-genin,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of naruto-genin.,HIGH
naruto-uzumaki,Sage Mode,form-naruto-uzumaki-sage-mode,COLLECTIBLE_HERO_VERSION,naruto-sage,,,,,KEEP_AS_HERO,Base form of proposed hero naruto-sage.,HIGH
naruto-uzumaki,Six Paths Sage Mode,form-naruto-uzumaki-six-paths-sage-mode,COLLECTIBLE_HERO_VERSION,naruto-six-paths,,,,,KEEP_AS_HERO,Base form of proposed hero naruto-six-paths.,HIGH
neji-hyuga,Genin,form-neji-hyuga-genin,COLLECTIBLE_HERO_VERSION,neji-hyuga-core,,,,,KEEP_AS_HERO,Base form of proposed hero neji-hyuga-core.,HIGH
neji-hyuga,Shippuden,form-neji-hyuga-shippuden,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
nono-yakushi,Orphanage Director,form-nono-yakushi-orphanage-director,COLLECTIBLE_HERO_VERSION,nono-yakushi-core,,,,,KEEP_AS_HERO,Base form of proposed hero nono-yakushi-core.,HIGH
nono-yakushi,Root Spy,form-nono-yakushi-root-spy,COSMETIC_SKIN,,,,skin-nono-yakushi-root-spy,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
obito-uchiha,Mangekyo,form-obito-uchiha-mangekyo,AWAKENING_FORM,,awakening-obito-young,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of obito-young.,HIGH
obito-uchiha,Masked Man,form-obito-uchiha-masked-man,COLLECTIBLE_HERO_VERSION,obito-masked,,,,,KEEP_AS_HERO,Base form of proposed hero obito-masked.,HIGH
obito-uchiha,Ten-Tails Jinchuriki,form-obito-uchiha-ten-tails-jinchuriki,AWAKENING_FORM,,awakening-obito-white-mask,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of obito-white-mask.,HIGH
obito-uchiha,Tobi,form-obito-uchiha-tobi,COSMETIC_SKIN,,,,skin-obito-uchiha-tobi,,MOVE_TO_SKIN,"Alias/costume presentation of the masked identity, not a separate kit.",HIGH
obito-uchiha,White Mask,form-obito-uchiha-white-mask,COLLECTIBLE_HERO_VERSION,obito-white-mask,,,,,KEEP_AS_HERO,Base form of proposed hero obito-white-mask.,HIGH
obito-uchiha,Young,form-obito-uchiha-young,COLLECTIBLE_HERO_VERSION,obito-young,,,,,KEEP_AS_HERO,Base form of proposed hero obito-young.,HIGH
oboro,Clone Ambush,form-oboro-clone-ambush,SKILL_OR_ULTIMATE,,,legacy-oboro-clone-ambush,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
oboro,Rain Genin,form-oboro-rain-genin,COLLECTIBLE_HERO_VERSION,oboro-core,,,,,KEEP_AS_HERO,Base form of proposed hero oboro-core.,HIGH
okisuke,Samurai Captain,form-okisuke-samurai-captain,COLLECTIBLE_HERO_VERSION,okisuke-core,,,,,KEEP_AS_HERO,Base form of proposed hero okisuke-core.,HIGH
okisuke,War Arc,form-okisuke-war-arc,COSMETIC_SKIN,,,,skin-okisuke-war-arc,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
omoi,Cloud Swordsman,form-omoi-cloud-swordsman,COLLECTIBLE_HERO_VERSION,omoi-core,,,,,KEEP_AS_HERO,Base form of proposed hero omoi-core.,HIGH
omoi,War Arc,form-omoi-war-arc,COSMETIC_SKIN,,,,skin-omoi-war-arc,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
onoki,Particle Style,form-onoki-particle-style,SKILL_OR_ULTIMATE,,,legacy-onoki-particle-style,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
onoki,Tsuchikage,form-onoki-tsuchikage,COLLECTIBLE_HERO_VERSION,onoki-core,,,,,KEEP_AS_HERO,Base form of proposed hero onoki-core.,HIGH
orochimaru,Akatsuki Era,form-orochimaru-akatsuki-era,COSMETIC_SKIN,,,,skin-orochimaru-akatsuki-era,,MOVE_TO_SKIN,Era/costume variation.,HIGH
orochimaru,Sannin,form-orochimaru-sannin,COLLECTIBLE_HERO_VERSION,orochimaru-sannin,,,,,KEEP_AS_HERO,Base form of proposed hero orochimaru-sannin.,HIGH
orochimaru,Shippuden,form-orochimaru-shippuden,COSMETIC_SKIN,,,,skin-orochimaru-shippuden,,MOVE_TO_SKIN,Era label of Sannin identity.,HIGH
orochimaru,White Snake,form-orochimaru-white-snake,AWAKENING_FORM,,awakening-orochimaru-sannin,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of orochimaru-sannin.,HIGH
pakura,Reanimated,form-pakura-reanimated,COSMETIC_SKIN,,,,skin-pakura-reanimated,,MOVE_TO_SKIN,Reanimation is explicitly not treated as a normal Awakening.,MEDIUM
pakura,Scorch Release,form-pakura-scorch-release,COLLECTIBLE_HERO_VERSION,pakura-core,,,,,KEEP_AS_HERO,Base form of proposed hero pakura-core.,HIGH
raido-namiashi,Fourth Hokage Guard,form-raido-namiashi-fourth-hokage-guard,COSMETIC_SKIN,,,,skin-raido-namiashi-fourth-hokage-guard,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
raido-namiashi,Special Jonin,form-raido-namiashi-special-jonin,COLLECTIBLE_HERO_VERSION,raido-namiashi-core,,,,,KEEP_AS_HERO,Base form of proposed hero raido-namiashi-core.,HIGH
raiga-kurosuki,Kiba Wielder,form-raiga-kurosuki-kiba-wielder,COLLECTIBLE_HERO_VERSION,raiga-kurosuki-core,,,,,KEEP_AS_HERO,Base form of proposed hero raiga-kurosuki-core.,HIGH
raiga-kurosuki,Lightning Burial,form-raiga-kurosuki-lightning-burial,SKILL_OR_ULTIMATE,,,legacy-raiga-kurosuki-lightning-burial,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
rasa,Edo Tensei,form-rasa-edo-tensei,COSMETIC_SKIN,,,,skin-rasa-edo-tensei,,MOVE_TO_SKIN,Reanimation is explicitly not treated as a normal Awakening.,MEDIUM
rasa,Fourth Kazekage,form-rasa-fourth-kazekage,COLLECTIBLE_HERO_VERSION,rasa-core,,,,,KEEP_AS_HERO,Base form of proposed hero rasa-core.,HIGH
rin-nohara,Team Minato,form-rin-nohara-team-minato,COLLECTIBLE_HERO_VERSION,rin-nohara-core,,,,,KEEP_AS_HERO,Base form of proposed hero rin-nohara-core.,HIGH
rin-nohara,Three-Tails Vessel,form-rin-nohara-three-tails-vessel,TEMPORARY_COMBAT_FORM,,,,,temp-rin-nohara-three-tails-vessel,MOVE_TO_TEMP_FORM,Rin was a vessel; no controlled persistent combat transformation is fabricated.,HIGH
rock-lee,Fifth Gate,form-rock-lee-fifth-gate,AWAKENING_FORM,,awakening-rock-lee-genin,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of rock-lee-genin.,HIGH
rock-lee,Genin,form-rock-lee-genin,COLLECTIBLE_HERO_VERSION,rock-lee-genin,,,,,KEEP_AS_HERO,Base form of proposed hero rock-lee-genin.,HIGH
rock-lee,Shippuden,form-rock-lee-shippuden,COLLECTIBLE_HERO_VERSION,rock-lee-shippuden,,,,,KEEP_AS_HERO,Base form of proposed hero rock-lee-shippuden.,HIGH
rock-lee,Sixth Gate,form-rock-lee-sixth-gate,AWAKENING_FORM,,awakening-rock-lee-shippuden,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of rock-lee-shippuden.,HIGH
roshi,Base,form-roshi-base,COLLECTIBLE_HERO_VERSION,roshi-base,,,,,KEEP_AS_HERO,Base form of proposed hero roshi-base.,HIGH
roshi,Four-Tails Cloak,form-roshi-four-tails-cloak,AWAKENING_FORM,,awakening-roshi-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of roshi-base.,HIGH
sai,Root Operative,form-sai-root-operative,COLLECTIBLE_HERO_VERSION,sai-core,,,,,KEEP_AS_HERO,Base form of proposed hero sai-core.,HIGH
sai,Team 7,form-sai-team-7,COSMETIC_SKIN,,,,skin-sai-team-7,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
sakon,Curse Mark Level 2,form-sakon-curse-mark-level-2,AWAKENING_FORM,,awakening-sakon-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of sakon-base.,HIGH
sakon,Sound Four,form-sakon-sound-four,COLLECTIBLE_HERO_VERSION,sakon-base,,,,,KEEP_AS_HERO,Base form of proposed hero sakon-base.,HIGH
sakumo-hatake,Prime,form-sakumo-hatake-prime,COSMETIC_SKIN,,,,skin-sakumo-hatake-prime,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
sakumo-hatake,White Fang,form-sakumo-hatake-white-fang,COLLECTIBLE_HERO_VERSION,sakumo-hatake-core,,,,,KEEP_AS_HERO,Base form of proposed hero sakumo-hatake-core.,HIGH
sakura-haruno,Byakugo,form-sakura-haruno-byakugo,AWAKENING_FORM,,awakening-sakura-shippuden,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of sakura-shippuden.,HIGH
sakura-haruno,Genin,form-sakura-haruno-genin,COLLECTIBLE_HERO_VERSION,sakura-genin,,,,,KEEP_AS_HERO,Base form of proposed hero sakura-genin.,HIGH
sakura-haruno,Shippuden,form-sakura-haruno-shippuden,COLLECTIBLE_HERO_VERSION,sakura-shippuden,,,,,KEEP_AS_HERO,Base form of proposed hero sakura-shippuden.,HIGH
samui,Cloud Jonin,form-samui-cloud-jonin,COLLECTIBLE_HERO_VERSION,samui-core,,,,,KEEP_AS_HERO,Base form of proposed hero samui-core.,HIGH
samui,War Arc,form-samui-war-arc,COSMETIC_SKIN,,,,skin-samui-war-arc,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
sari,Kazekage Guard,form-sari-kazekage-guard,COSMETIC_SKIN,,,,skin-sari-kazekage-guard,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
sari,Sand Kunoichi,form-sari-sand-kunoichi,COLLECTIBLE_HERO_VERSION,sari-core,,,,,KEEP_AS_HERO,Base form of proposed hero sari-core.,HIGH
sasori,Edo Tensei,form-sasori-edo-tensei,COSMETIC_SKIN,,,,skin-sasori-edo-tensei,,MOVE_TO_SKIN,Reanimation skin/state.,HIGH
sasori,Hiruko Puppet,form-sasori-hiruko-puppet,COLLECTIBLE_HERO_VERSION,sasori-hiruko,,,,,KEEP_AS_HERO,Base form of proposed hero sasori-hiruko.,HIGH
sasori,Hundred Puppets,form-sasori-hundred-puppets,SKILL_OR_ULTIMATE,,,legacy-sasori-hundred-puppets,,,MOVE_TO_ULTIMATE,Technique/army manifestation rather than persistent form.,HIGH
sasori,True Body,form-sasori-true-body,AWAKENING_FORM,,awakening-sasori-hiruko,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of sasori-hiruko.,HIGH
sasuke-uchiha,Adult,form-sasuke-uchiha-adult,COLLECTIBLE_HERO_VERSION,sasuke-adult,,,,,KEEP_AS_HERO,Base form of proposed hero sasuke-adult.,HIGH
sasuke-uchiha,Curse Mark Level 2,form-sasuke-uchiha-curse-mark-level-2,AWAKENING_FORM,,awakening-sasuke-genin,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of sasuke-genin.,HIGH
sasuke-uchiha,Eternal Mangekyo Sharingan,form-sasuke-uchiha-eternal-mangekyo-sharingan,COLLECTIBLE_HERO_VERSION,sasuke-ems,,,,,KEEP_AS_HERO,Base form of proposed hero sasuke-ems.,HIGH
sasuke-uchiha,Genin,form-sasuke-uchiha-genin,COLLECTIBLE_HERO_VERSION,sasuke-genin,,,,,KEEP_AS_HERO,Base form of proposed hero sasuke-genin.,HIGH
sasuke-uchiha,Hebi,form-sasuke-uchiha-hebi,COLLECTIBLE_HERO_VERSION,sasuke-hebi,,,,,KEEP_AS_HERO,Base form of proposed hero sasuke-hebi.,HIGH
sasuke-uchiha,Mangekyo Sharingan,form-sasuke-uchiha-mangekyo-sharingan,AWAKENING_FORM,,awakening-sasuke-hebi,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of sasuke-hebi.,HIGH
sasuke-uchiha,Rinnegan,form-sasuke-uchiha-rinnegan,AWAKENING_FORM,,awakening-sasuke-ems,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of sasuke-ems.,HIGH
sasuke-uchiha,Six Paths,form-sasuke-uchiha-six-paths,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,"Six Paths power is represented by the Rinnegan hero/Awakening identity, not a duplicate summonable form.",HIGH
second-raikage,Prime,form-second-raikage-prime,COSMETIC_SKIN,,,,skin-second-raikage-prime,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
second-raikage,Second Raikage,form-second-raikage-second-raikage,COLLECTIBLE_HERO_VERSION,second-raikage-core,,,,,KEEP_AS_HERO,Base form of proposed hero second-raikage-core.,HIGH
shigure,Rain Genin,form-shigure-rain-genin,COLLECTIBLE_HERO_VERSION,shigure-core,,,,,KEEP_AS_HERO,Base form of proposed hero shigure-core.,HIGH
shigure,Umbrella Needles,form-shigure-umbrella-needles,SKILL_OR_ULTIMATE,,,legacy-shigure-umbrella-needles,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
shikaku-nara,Allied Strategy Chief,form-shikaku-nara-allied-strategy-chief,COSMETIC_SKIN,,,,skin-shikaku-nara-allied-strategy-chief,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
shikaku-nara,Clan Head,form-shikaku-nara-clan-head,COLLECTIBLE_HERO_VERSION,shikaku-nara-core,,,,,KEEP_AS_HERO,Base form of proposed hero shikaku-nara-core.,HIGH
shikamaru-nara,Chunin,form-shikamaru-nara-chunin,COSMETIC_SKIN,,,,skin-shikamaru-nara-chunin,,MOVE_TO_SKIN,Rank change alone is not a transformation.,HIGH
shikamaru-nara,Genin,form-shikamaru-nara-genin,COLLECTIBLE_HERO_VERSION,shikamaru-nara-core,,,,,KEEP_AS_HERO,Base form of proposed hero shikamaru-nara-core.,HIGH
shikamaru-nara,Shippuden,form-shikamaru-nara-shippuden,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
shikamaru-nara,War Arc,form-shikamaru-nara-war-arc,COSMETIC_SKIN,,,,skin-shikamaru-nara-war-arc,,MOVE_TO_SKIN,Era appearance; Shippuden hero retains the kit.,HIGH
shima,Genjutsu Chorus,form-shima-genjutsu-chorus,COOPERATION_FORM_OR_TECHNIQUE,,,,,,MOVE_TO_COOP,Cooperation technique with Fukasaku.,HIGH
shima,Toad Sage,form-shima-toad-sage,SPECIAL_INDEPENDENT_CHARACTER,,,,,,KEEP_AS_HERO,"Summon creature is retained as special independent combat content, not a normal ninja hero version.",MEDIUM
shinno,Doctor,form-shinno-doctor,COLLECTIBLE_HERO_VERSION,shinno-base,,,,,KEEP_AS_HERO,Base form of proposed hero shinno-base.,HIGH
shinno,Eight Gates Body,form-shinno-eight-gates-body,AWAKENING_FORM,,awakening-shinno-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of shinno-base.,HIGH
shino-aburame,Chunin Exams,form-shino-aburame-chunin-exams,COLLECTIBLE_HERO_VERSION,shino-aburame-core,,,,,KEEP_AS_HERO,Base form of proposed hero shino-aburame-core.,HIGH
shino-aburame,Insect Master,form-shino-aburame-insect-master,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
shisui-uchiha,ANBU,form-shisui-uchiha-anbu,COLLECTIBLE_HERO_VERSION,shisui-anbu,,,,,KEEP_AS_HERO,Base form of proposed hero shisui-anbu.,HIGH
shisui-uchiha,Mangekyo Sharingan,form-shisui-uchiha-mangekyo-sharingan,AWAKENING_FORM,,awakening-shisui-anbu,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of shisui-anbu.,HIGH
shizune,Medical Corps,form-shizune-medical-corps,COSMETIC_SKIN,,,,skin-shizune-medical-corps,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
shizune,Sannin Attendant,form-shizune-sannin-attendant,COLLECTIBLE_HERO_VERSION,shizune-core,,,,,KEEP_AS_HERO,Base form of proposed hero shizune-core.,HIGH
sora,Pseudo Jinchuriki,form-sora-pseudo-jinchuriki,AWAKENING_FORM,,awakening-sora-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of sora-base.,HIGH
sora,Temple Monk,form-sora-temple-monk,COLLECTIBLE_HERO_VERSION,sora-base,,,,,KEEP_AS_HERO,Base form of proposed hero sora-base.,HIGH
suigetsu-hozuki,Hebi,form-suigetsu-hozuki-hebi,COLLECTIBLE_HERO_VERSION,suigetsu-hozuki-core,,,,,KEEP_AS_HERO,Base form of proposed hero suigetsu-hozuki-core.,HIGH
suigetsu-hozuki,Taka,form-suigetsu-hozuki-taka,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
taiseki,Camouflage,form-taiseki-camouflage,SKILL_OR_ULTIMATE,,,legacy-taiseki-camouflage,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
taiseki,Stone Jonin,form-taiseki-stone-jonin,COLLECTIBLE_HERO_VERSION,taiseki-core,,,,,KEEP_AS_HERO,Base form of proposed hero taiseki-core.,HIGH
tayuya,Curse Mark Level 2,form-tayuya-curse-mark-level-2,AWAKENING_FORM,,awakening-tayuya-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of tayuya-base.,HIGH
tayuya,Sound Four,form-tayuya-sound-four,COLLECTIBLE_HERO_VERSION,tayuya-base,,,,,KEEP_AS_HERO,Base form of proposed hero tayuya-base.,HIGH
temari,Chunin Exams,form-temari-chunin-exams,COLLECTIBLE_HERO_VERSION,temari-core,,,,,KEEP_AS_HERO,Base form of proposed hero temari-core.,HIGH
temari,War Fan Master,form-temari-war-fan-master,COSMETIC_SKIN,,,,skin-temari-war-fan-master,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
tenten,Bashosen Wielder,form-tenten-bashosen-wielder,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
tenten,Chunin Exams,form-tenten-chunin-exams,COLLECTIBLE_HERO_VERSION,tenten-core,,,,,KEEP_AS_HERO,Base form of proposed hero tenten-core.,HIGH
third-raikage,Edo Tensei,form-third-raikage-edo-tensei,COSMETIC_SKIN,,,,skin-third-raikage-edo-tensei,,MOVE_TO_SKIN,Reanimation is explicitly not treated as a normal Awakening.,MEDIUM
third-raikage,Third Raikage,form-third-raikage-third-raikage,COLLECTIBLE_HERO_VERSION,third-raikage-core,,,,,KEEP_AS_HERO,Base form of proposed hero third-raikage-core.,HIGH
tobirama-senju,Edo Tensei,form-tobirama-senju-edo-tensei,COSMETIC_SKIN,,,,skin-tobirama-senju-edo-tensei,,MOVE_TO_SKIN,Reanimation skin/state.,HIGH
tobirama-senju,Second Hokage,form-tobirama-senju-second-hokage,COLLECTIBLE_HERO_VERSION,tobirama-hokage,,,,,KEEP_AS_HERO,Base form of proposed hero tobirama-hokage.,HIGH
toneri-otsutsuki,Base,form-toneri-otsutsuki-base,COLLECTIBLE_HERO_VERSION,toneri-base,,,,,KEEP_AS_HERO,Base form of proposed hero toneri-base.,HIGH
toneri-otsutsuki,Tenseigan Chakra Mode,form-toneri-otsutsuki-tenseigan-chakra-mode,AWAKENING_FORM,,awakening-toneri-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of toneri-base.,HIGH
torifu-akimichi,Akimichi Veteran,form-torifu-akimichi-akimichi-veteran,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
torifu-akimichi,Tobirama Guard,form-torifu-akimichi-tobirama-guard,COLLECTIBLE_HERO_VERSION,torifu-akimichi-core,,,,,KEEP_AS_HERO,Base form of proposed hero torifu-akimichi-core.,HIGH
toroi,Magnet Release,form-toroi-magnet-release,COLLECTIBLE_HERO_VERSION,toroi-core,,,,,KEEP_AS_HERO,Base form of proposed hero toroi-core.,HIGH
toroi,Reanimated,form-toroi-reanimated,COSMETIC_SKIN,,,,skin-toroi-reanimated,,MOVE_TO_SKIN,Reanimation is explicitly not treated as a normal Awakening.,MEDIUM
torune-aburame,Nano Insects,form-torune-aburame-nano-insects,SKILL_OR_ULTIMATE,,,legacy-torune-aburame-nano-insects,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
torune-aburame,Root Operative,form-torune-aburame-root-operative,COLLECTIBLE_HERO_VERSION,torune-aburame-core,,,,,KEEP_AS_HERO,Base form of proposed hero torune-aburame-core.,HIGH
udon-ise,Academy Squad,form-udon-ise-academy-squad,COLLECTIBLE_HERO_VERSION,udon-ise-core,,,,,KEEP_AS_HERO,Base form of proposed hero udon-ise-core.,HIGH
udon-ise,Tactical Chunin,form-udon-ise-tactical-chunin,COSMETIC_SKIN,,,,skin-udon-ise-tactical-chunin,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
ukon,Curse Mark Level 2,form-ukon-curse-mark-level-2,AWAKENING_FORM,,awakening-ukon-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of ukon-base.,HIGH
ukon,Sound Four,form-ukon-sound-four,COLLECTIBLE_HERO_VERSION,ukon-base,,,,,KEEP_AS_HERO,Base form of proposed hero ukon-base.,HIGH
utakata,Base,form-utakata-base,COLLECTIBLE_HERO_VERSION,utakata-base,,,,,KEEP_AS_HERO,Base form of proposed hero utakata-base.,HIGH
utakata,Six-Tails Cloak,form-utakata-six-tails-cloak,AWAKENING_FORM,,awakening-utakata-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of utakata-base.,HIGH
white-zetsu,Akatsuki Scout,form-white-zetsu-akatsuki-scout,COLLECTIBLE_HERO_VERSION,white-zetsu-core,,,,,KEEP_AS_HERO,Base form of proposed hero white-zetsu-core.,HIGH
white-zetsu,Spore Clone,form-white-zetsu-spore-clone,SKILL_OR_ULTIMATE,,,legacy-white-zetsu-spore-clone,,,MOVE_TO_SKILL,Label describes a technique/weapon action rather than a persistent hero form.,MEDIUM
yagura-karatachi,Mizukage,form-yagura-karatachi-mizukage,COLLECTIBLE_HERO_VERSION,yagura-base,,,,,KEEP_AS_HERO,Base form of proposed hero yagura-base.,HIGH
yagura-karatachi,Three-Tails Cloak,form-yagura-karatachi-three-tails-cloak,AWAKENING_FORM,,awakening-yagura-base,,,,MOVE_TO_AWAKENING,Reserved exclusively as Awakening of yagura-base.,HIGH
yahiko,Akatsuki Founder,form-yahiko-akatsuki-founder,COLLECTIBLE_HERO_VERSION,yahiko-core,,,,,KEEP_AS_HERO,Base form of proposed hero yahiko-core.,HIGH
yahiko,Amegakure Leader,form-yahiko-amegakure-leader,COSMETIC_SKIN,,,,skin-yahiko-amegakure-leader,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
yamato,ANBU Wood Style,form-yamato-anbu-wood-style,COLLECTIBLE_HERO_VERSION,yamato-core,,,,,KEEP_AS_HERO,Base form of proposed hero yamato-core.,HIGH
yamato,Team Captain,form-yamato-team-captain,COSMETIC_SKIN,,,,skin-yamato-team-captain,,MOVE_TO_SKIN,Era/rank/title difference alone does not justify another collectible hero.,MEDIUM
yashamaru,Assassin,form-yashamaru-assassin,MERGED_OR_REMOVED_DUPLICATE,,,,,,MERGE,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.,MEDIUM
